Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
TMEM52B	0.316491	0.851852	0.8277	0.005435	0.473027	0.130446	0.903846	0.199023	0.659837
YOD1	1.101852	1.103448	1.267757	1.066667	1.012658	1.067797	1.0	1.05314	1.048468
ISY1	1.185458	1.265957	1.468354	1.345455	1.103093	1.061905	1.25974	1.250273	1.262136
LEXM	0.744356	0.406396	0.692711	0.988636	0.802548	0.813251	0.234624	0.762048	0.885106
F2RL1	0.893082	1.033784	2.066447	0.053193	0.468612	0.75088	0.760784	0.948617	0.867052
TNFSF4	0.917529	0.888889	0.99445	0.908316	0.898551	0.921147	0.84507	0.909871	0.893471
XAB2	1.281437	1.202075	1.27027	1.285714	1.292515	1.375	1.027027	1.37931	1.297297
MRVI1-AS1	0.484962	0.827586	1.169399	0.089725	0.95082	0.980769	0.606061	0.703518	0.656315
ST6GAL1	5.494286	1.212121	1.196244	3.161591	7.188554	10.501563	1.286344	2.693606	3.838681
PCBD2	1.021953	1.011364	0.987179	0.989831	1.008333	1.0	1.067416	1.002681	0.978593
PRDX6	2.654116	2.226681	1.417948	1.833333	1.842941	1.6	4.931044	2.003529	1.593548
PRDX5	1.582264	3.337652	2.865682	6.025615	3.454545	2.650407	5.701598	3.057577	2.699664
PCBD1	0.965416	1.051095	0.847222	1.065476	1.131673	0.92	3.713079	1.081851	1.08642
PRDX3	1.182609	4.01489	1.539936	1.330083	1.307692	1.112102	7.39783	1.375	1.5
PRDX2	3.493752	1.305364	0.936782	2.568458	3.161591	1.498721	1.252595	5.131022	4.704747
PRDX1	1.904563	4.235472	0.954887	1.689777	4.740171	1.99403	20.35808	5.606954	4.9758
IPO11-LRRC70	1.165266	1.019696	1.047619	1.164279	1.052632	1.173913	1.067961	1.067073	1.055319
AP3S2	1.22314	1.893941	1.539176	1.219512	1.165354	1.2	1.307692	1.240506	1.182912
LINC00641	1.270349	1.203647	1.28	0.987234	1.074205	1.211437	0.95	1.067194	1.044444
AP3S1	1.373977	2.178071	2.24948	1.607334	2.240953	1.365753	4.121291	2.030303	1.748972
UPF3A	1.582553	1.220126	1.060241	1.402985	1.676852	1.435028	1.276786	1.349343	1.609501
LINC00649	1.234286	0.869955	0.895706	0.979592	0.876033	0.869281	0.893805	1.226615	1.229885
OTUB1	1.349835	1.715811	1.436156	2.248394	2.009093	1.586207	1.867894	2.166974	2.095238
OTUB2	0.708609	0.8375	0.809524	0.780241	0.838601	0.821596	1.023438	0.844444	0.8
NPTN	1.322449	3.175476	3.397984	1.478702	1.33071	1.212851	4.693757	1.328244	1.450942
AXIN2	1.379888	0.767025	0.668058	0.808749	0.90301	1.117949	0.730924	1.291179	1.0
AXIN1	1.246753	1.184708	1.291179	3.558708	1.298969	1.273973	1.16763	1.482222	1.675676
MMRN2	0.903226	0.815004	0.729813	0.791209	0.795455	0.866667	0.84058	0.864198	0.80402
MMRN1	0.956356	0.873529	0.688372	0.883534	0.468009	0.126918	0.525226	0.895369	0.780347
CAMP	0.465644	0.885824	1.612403	0.061556	0.847712	0.108685	1.4132	0.18907	0.264127
LOC146880	1.021277	1.12395	1.38996	0.95283	0.925926	0.969432	0.974677	0.969982	0.983193
ZNF252P	1.174917	1.095238	1.15528	1.077844	1.128415	1.12078	1.127907	1.076543	1.090586
RRS1	1.061611	1.026806	0.735769	1.045596	1.049774	1.005714	0.99461	1.330083	1.188679
NRDE2	1.140187	1.117647	1.246613	1.049743	1.089084	1.125395	1.021898	1.03937	1.073446
ZNF559-ZNF177	0.872549	0.776699	0.93617	0.778626	0.861003	0.885719	0.8125	0.800017	0.762211
TRIM54	0.359403	0.349176	0.421319	0.790123	0.475	0.095197	1.069182	0.658464	0.289941
RDH11	1.368984	1.390625	0.978908	1.390774	1.218605	1.161905	3.166415	1.422785	1.402671
RDH13	1.032836	0.969072	0.846561	1.025381	1.015668	1.025316	0.985816	1.0	1.062069
CROCC	1.18249	1.069565	0.974359	1.177083	1.13983	1.247788	0.975309	1.245988	1.378641
NBPF15	4.601095	1.193416	1.163723	1.036364	1.754994	1.666985	1.024259	2.086133	1.336842
APOE	0.863071	0.825397	0.446873	0.781513	0.855643	0.843699	98.957443	0.805195	0.813953
STK11	1.36925	1.61975	1.307018	1.50976	2.095238	1.45	1.242609	2.168427	1.927866
NBPF12	1.310345	1.194103	1.057851	1.073826	1.268293	1.341772	1.0	1.233699	1.387097
NBPF11	1.166667	1.048128	0.964602	1.028302	1.190915	1.227513	0.967273	1.013514	1.043478
NBPF10	1.00941	1.352684	1.565611	0.972308	1.54756	1.242991	0.999527	0.964539	0.989967
VASP	1.298551	8.728091	22.363636	7.221522	4.601095	2.16259	6.950171	2.704466	3.644968
PAPOLG	1.201681	1.064046	1.385892	1.204611	1.122807	1.133017	1.021053	1.12	1.183735
PAPOLA	7.611938	4.639216	5.86114	4.202308	5.131022	9.5	2.7974	4.624161	4.868649
LYPLAL1	1.257143	1.155963	1.311927	1.08235	1.217391	1.793872	1.877916	1.099237	1.069959
LACC1	0.839376	1.029703	0.909091	0.879192	0.902724	0.905263	1.160053	0.915094	0.90785
ZSCAN25	1.263158	1.029412	1.156951	1.112102	1.087115	1.108014	0.977778	1.160305	1.194969
FGD5-AS1	2.696702	2.327664	2.182368	2.014844	1.769784	1.713727	2.130044	2.272079	2.338793
KATNB1	1.061224	1.089888	1.293333	1.186667	1.034091	1.00365	1.05814	1.150838	1.124002
SCGB3A1	0.963563	0.804878	0.417638	0.176198	0.464539	0.096513	0.614239	1.079365	0.849673
SCGB3A2	0.516583	0.87931	0.831354	0.27705	0.46386	0.097764	0.69469	0.174803	0.232153
VEZT	1.42735	1.255172	0.984127	1.176841	1.291667	1.342188	1.431113	1.308801	1.337276
TSEN54	1.477603	1.0	0.888889	5.4512	1.112628	0.995305	0.96	2.778562	4.33552
DCAF1	1.20915	1.035487	1.0033	1.11828	1.110266	1.132231	1.028302	1.096774	1.149123
DCAF7	1.189964	1.312085	1.27742	1.523256	1.204188	1.2875	1.333333	1.223529	1.338028
DCAF6	1.334286	1.270349	1.382199	1.204545	1.247241	1.581749	1.763675	1.208026	1.277126
DISC1-IT1	0.859504	0.886416	1.007874	0.78453	0.79476	0.792899	0.691714	0.768752	0.792135
DCAF4	1.196244	0.946903	0.803961	0.989011	1.27957	1.440244	1.012658	1.042945	1.010989
DCAF8	6.3678	3.216875	2.456108	2.826647	4.408376	5.784343	2.342857	2.940427	3.50462
ZSCAN32	1.066667	1.011364	1.231142	1.12078	1.077982	1.050505	1.043902	1.062081	1.103825
ZSCAN30	1.123077	0.954887	1.029412	1.0	1.051903	1.142857	1.0	1.0	1.007174
CD38	1.030675	0.986047	1.034091	1.793872	0.916667	1.106441	0.730587	0.877493	0.910506
ZFY	1.016393	0.995074	1.020833	1.055072	0.462997	0.098927	0.97006	0.092404	1.164319
ZFX	2.097073	1.711111	1.792254	1.590828	1.550661	2.311187	1.231317	1.691893	1.325581
GLUD1P3	0.987578	0.954626	0.988372	0.955241	0.963351	0.995633	0.885057	0.947917	0.939189
ZFR	2.429878	1.975199	1.333333	2.18857	2.437978	2.895783	1.670383	2.233979	2.424593
IFI27	0.884298	0.842105	0.808889	0.824742	0.855573	0.808511	0.907692	0.929368	0.869919
CD33	0.742105	4.780814	1.235023	0.269769	0.462161	0.102693	1.661538	0.053193	0.237682
CD34	0.835556	0.729251	0.407225	0.678218	0.46131	0.105301	0.564234	0.047401	0.335033
CD36	0.774869	16.199343	0.981818	0.766798	0.772383	0.831988	19.925493	0.819672	0.705055
CD37	4.89123	5.557242	4.997321	3.063921	16.128061	18.505941	3.555664	3.723627	3.300741
POLR3F	1.059829	1.017699	1.039216	1.033139	1.001083	1.043825	1.00565	1.036269	1.011661
JOSD1	2.267794	1.279412	1.309609	2.155279	1.646844	1.299065	1.656833	2.959092	2.292917
POLR3D	1.075377	0.994573	0.877419	1.026439	1.053004	1.044619	0.989547	1.033139	1.027237
POLR3E	3.873777	1.152871	0.994573	1.280788	1.601375	1.892085	1.067729	1.851461	1.440244
POLR3B	1.0	0.969163	0.988227	0.982143	0.98152	0.978723	0.961948	0.972222	0.975727
POLR3C	1.270833	1.283582	1.027027	1.265823	1.342723	1.321429	1.33332	1.262295	1.264909
NSMCE1	2.058883	1.338263	1.17757	1.723164	1.557924	1.939744	1.656048	2.677821	2.169641
APCDD1	0.381143	0.922374	0.763314	0.268395	0.46064	0.833333	0.825	0.040883	0.108685
TXNDC5	1.057143	1.098592	0.987013	1.008264	1.165714	2.427341	1.237653	0.995074	1.000728
POLR3K	0.985294	0.973684	1.023256	1.008602	1.117949	1.064846	0.993921	1.003745	0.990196
POLR3H	1.124002	1.008129	0.897436	1.061538	1.167464	1.072917	1.032051	1.074766	1.12
TOPORS	1.308901	1.162393	2.938507	1.179612	1.235023	1.242507	1.136364	1.295082	1.235602
JOSD2	0.983957	1.217949	1.036	1.212646	1.045455	0.993103	1.230126	1.174194	1.21071
DNMT1	3.99479	1.455445	1.029412	2.985812	1.257576	1.309609	1.541068	3.315012	2.7235
FAM46A	0.985714	1.257242	1.232323	1.079545	0.953846	1.066986	1.146853	0.929995	0.975904
FAM46C	1.036036	0.866045	1.066667	1.559115	4.21556	3.905284	0.525821	2.389229	3.564046
PSD3	0.840506	0.881481	0.39869	0.637009	0.942249	0.965251	1.738573	0.850575	0.771703
TPST1	0.987775	0.964539	1.4952	0.962963	0.95057	1.510665	1.00885	0.912181	0.864888
CYP51A1	1.032258	1.114625	1.0	1.276316	1.160053	1.057143	5.277413	1.081081	1.073171
TUT1	1.134935	0.980198	1.005102	1.007462	1.076202	1.025381	0.991803	1.047918	1.034146
CDNF	0.967391	0.828149	0.872727	0.910891	0.928571	0.939271	0.843137	0.881119	0.87931
ASRGL1	0.882793	1.132097	1.015945	0.863905	0.86747	0.85	1.176	0.832613	0.9
WDR61	1.697532	1.490298	1.058201	1.530751	1.718338	1.3	1.670084	1.873016	1.97235
WDR66	0.822581	0.79476	1.0	0.83237	0.796935	0.890625	0.784314	0.804598	0.789474
C1orf220	0.783979	0.695187	0.518196	0.845283	0.975945	1.010124	0.755191	0.754717	0.795746
PRMT9	1.049645	0.993197	1.034014	1.018425	0.987775	1.010816	1.048544	1.005291	1.015152
RNF207	0.848485	0.836842	0.588235	0.809249	0.884211	0.882353	0.789298	0.990476	0.969697
C1orf226	0.566168	0.755102	0.889952	0.728571	0.487179	0.112477	0.90625	0.024826	0.031156
HMGCL	1.089362	1.138298	1.152778	1.185282	1.120879	1.113846	2.331027	1.109312	1.138889
C1orf228	3.223013	1.573388	1.060773	0.862944	1.076087	1.208333	1.061905	2.062138	1.208791
SLC25A1	1.047619	1.117318	1.072072	1.2	1.369481	1.206433	1.617809	1.226933	1.234417
PRMT1	2.364933	1.6	1.127962	2.880636	5.372766	3.214399	1.438491	3.329052	3.245933
PRMT6	1.0	0.96897	0.735955	1.099187	1.081481	1.0625	0.99435	1.040498	1.078431
PRMT7	2.148595	1.138357	1.021277	1.395774	1.588188	1.484256	1.083636	1.517857	1.478553
R3HDM2	1.52439	1.27787	1.575509	1.19774	1.251656	1.435294	1.064	1.208955	1.251337
PRMT5	1.175719	1.142079	1.54756	1.138889	1.727939	1.225804	1.196244	1.277778	1.130694
TRIOBP	1.014085	1.718876	2.125	1.20424	1.164319	1.126638	1.351936	1.079646	1.169591
LOC101927057	0.829055	0.888136	1.118402	0.833333	0.799358	0.876967	0.810573	0.807453	0.813725
LOC101927056	0.971429	0.733682	0.909091	0.881481	0.917293	0.972424	0.839695	0.932081	0.932081
TMEM176A	0.731824	4.07064	0.872411	0.253787	0.492398	0.808113	1.617238	0.716981	0.174803
HMGCR	1.105263	1.300429	1.92613	1.260074	1.068493	1.159763	2.199229	1.115385	1.130435
TMEM176B	0.564234	9.087874	0.88535	0.68642	0.787879	0.80791	4.981215	0.116312	0.18907
RPIA	1.107246	1.019269	1.016129	1.191011	1.105263	1.082353	0.947368	1.077922	1.085354
MAN1B1-AS1	0.858586	0.894009	0.859774	0.928357	0.906809	0.894737	0.854599	0.928571	0.902913
ZNF702P	0.971429	0.910082	0.877493	0.947368	0.841772	0.916497	0.992806	0.920755	0.941573
ORMDL2	1.085271	1.231579	1.353019	1.321836	1.107246	1.09491	1.745331	1.18806	1.249042
CEBPZOS	1.221622	1.108333	1.065	1.22449	1.234568	1.101852	1.25	1.23871	1.197452
ORMDL1	7.056277	2.803458	1.392857	1.851852	1.991252	3.595652	2.390411	2.749535	2.89441
KIF5B	1.965421	2.510638	1.995007	1.812615	1.531469	1.581325	2.681348	2.202334	1.873016
KIF5C	0.966124	0.753247	0.800434	0.841186	0.948052	0.959677	0.726368	1.167029	1.0
TRIM52	1.376383	1.062069	1.193548	1.25	1.144279	1.126866	0.985294	1.201681	1.261538
GLT1D1	0.5	1.596491	6.374175	0.826227	0.480654	0.116312	0.920863	0.110784	0.774106
CD3D	13.004357	0.924731	0.832527	1.241042	0.479649	0.117871	0.641392	13.720764	15.282759
CD3E	6.228327	0.910112	0.846154	2.111873	0.767571	0.794613	0.233481	7.563436	8.186259
CD3G	3.723627	0.872411	0.795746	1.050251	0.478077	0.118155	0.232153	5.06231	5.923898
PMS2CL	1.218082	1.067797	1.254658	1.1875	1.241379	1.248869	0.993103	1.247241	1.271318
ACADS	1.012106	1.045455	0.971098	1.166667	1.010526	0.966825	1.225856	1.068966	1.043825
KIAA0141	2.087912	2.554259	1.434783	1.676852	1.981605	1.889374	1.519984	1.602513	1.620621
HSPG2	0.973822	0.808333	0.649913	0.744444	0.954198	0.725059	0.90785	0.850909	0.739623
KAT2B	1.816964	1.262309	1.658202	2.282009	1.453177	1.877292	1.108174	3.166415	1.836824
KAT2A	1.293023	1.044441	0.991736	1.033613	1.591169	1.269036	0.984255	1.098185	1.084381
CD209	0.362675	0.892	0.468612	0.280355	0.524746	0.120908	0.879518	0.104004	0.159405
FOXJ3	1.589864	1.253623	1.364238	1.305263	1.275862	1.384279	1.060664	1.439775	1.348837
LAIR1	1.482993	2.179786	1.0	4.008494	1.258065	2.591452	5.175498	1.224806	1.411765
IFNGR1	1.258862	8.489403	10.851204	2.874576	1.838447	1.954603	5.249981	1.310811	1.993042
IFNGR2	1.21673	6.325296	8.698343	0.828283	5.799868	3.812147	4.244022	1.062069	0.88
LAIR2	0.908189	0.708394	0.804124	2.023392	0.56077	0.794521	0.767788	1.0	1.023364
CD200	0.924855	0.690141	0.869565	0.744356	0.965102	2.247819	0.478077	0.843047	0.709677
SEC16A	1.263158	1.40114	1.447917	1.36925	1.268966	1.324763	1.11588	1.283422	1.329256
CMIP	1.005848	1.454545	2.247819	1.106383	1.103448	1.14817	0.968326	0.996885	1.083333
HSPE1-MOB4	0.791809	0.84153	0.976431	0.890323	0.866667	0.846154	0.86631	0.867725	0.833333
ACADM	1.245546	1.232472	1.032609	1.337079	2.781044	1.398148	3.108249	1.318219	1.284483
SUCO	2.007551	1.310505	2.506087	1.272727	1.273973	1.429787	1.059829	1.314917	1.245161
IARS2	1.614738	1.455215	1.086538	2.043036	2.148595	1.633376	2.268844	2.444938	2.374432
USP49	0.889952	0.938462	1.028571	0.921147	0.890909	0.905809	0.915778	0.887044	0.87931
ECSCR	0.884058	0.614239	0.48927	0.28658	0.560404	0.124339	0.747417	0.797039	0.547332
USP45	1.038033	0.960894	0.873239	0.980132	1.131086	1.2	1.0	0.996047	1.033333
USP44	1.012903	0.778523	0.762211	0.875	0.986877	1.025	0.853065	0.912439	0.909535
USP47	5.270698	1.833845	1.287129	3.831836	2.525426	3.601419	1.681617	3.154145	3.739101
PYCRL	0.914425	0.872968	0.76366	0.958967	1.044313	1.113553	0.892159	0.934986	0.963855
USP41	0.8	0.863492	0.868247	0.978044	0.944444	0.408753	0.942983	0.965854	0.527273
USP40	1.136986	1.057971	0.858407	0.994475	1.138462	1.280992	1.235602	1.018182	0.982857
PPARGC1B	0.932462	1.018018	0.532628	0.841683	0.978772	0.89375	1.0	0.905512	0.885057
USP42	1.003553	0.987775	1.139344	1.0	0.967164	0.995392	0.888476	0.988506	0.988417
VPS39	2.687813	1.848396	2.468264	1.511111	2.24687	3.237397	1.542051	1.455729	1.517368
HCP5	1.394652	1.717949	2.529769	3.491308	2.927889	1.715333	1.227848	1.732502	2.896005
ENOSF1	1.88356	0.988372	0.856322	1.094588	1.0	0.839186	1.702264	1.212766	1.276596
MADCAM1	0.742857	0.671768	1.0	0.832117	0.55914	0.747787	0.760417	0.792237	0.770513
LOC102724023	1.323077	1.367188	1.084615	1.720172	2.150903	1.908605	1.335695	1.776889	1.524686
UMPS	1.185185	1.009019	0.892735	1.08683	1.0	1.119617	1.086957	1.064407	1.065934
SMAP1	1.271028	1.267606	1.287958	1.27027	1.070423	1.094737	1.19174	1.415461	1.240506
RAD50	1.304348	1.112782	0.974713	1.111952	1.148433	1.142857	1.127517	1.074074	1.132653
CDK11A	2.483833	1.701991	3.84191	2.165286	1.384058	1.370852	1.095436	2.178071	2.322309
CDK11B	1.180328	1.160216	1.609501	1.279624	1.155844	1.042857	1.054054	1.256198	1.27907
SCRN3	1.091639	1.053659	1.237065	1.043478	1.022422	1.182609	1.112903	1.044944	1.061728
SCRN2	1.478702	1.098765	1.078182	1.368421	1.331169	1.254613	1.090909	1.353554	1.401735
GGTA1P	0.721326	1.159091	0.94655	0.285555	0.771825	0.77193	1.61211	0.74613	0.402521
PAXIP1	1.023697	1.004184	1.066667	1.013889	1.0	1.008758	0.95814	1.0	1.025641
NPFF	0.855422	0.857143	0.934579	0.819277	0.830601	0.41095	0.78392	0.870175	0.811765
PPP1R11	1.3	1.449438	2.046596	1.474375	1.309096	1.25	1.727939	1.514706	1.444444
ATOX1	1.139785	1.463415	1.301075	1.432836	1.251731	1.074627	4.8585	1.2	1.2
ACAD8	1.208539	1.123711	1.213873	1.169333	1.078652	1.103566	1.188119	1.139665	1.204918
ACAD9	1.259243	1.189873	1.031963	1.214286	1.268293	1.290909	1.396354	1.171892	1.27027
UEVLD	0.960526	1.076923	1.137931	1.12782	0.988417	0.979405	1.205704	0.991957	1.019763
NEU1	0.980769	1.352941	1.422474	1.2	1.057073	1.004082	3.648241	1.0375	1.05098
TPRG1L	1.272727	1.08046	1.701265	1.291513	1.238095	1.198193	1.264706	1.326087	1.322095
RBCK1	1.51442	1.856926	3.331109	2.746153	2.761051	1.903847	1.4625	2.147473	2.806114
NEU3	1.060071	1.136691	1.060606	1.017632	1.016216	1.055838	1.063545	1.0	1.019608
MIR6511B1	1.306324	1.146789	0.978166	1.309976	1.442462	1.344828	1.09009	1.570245	1.545915
USP8	1.460674	2.205857	2.193639	1.383513	1.346532	2.917446	1.851852	1.274194	1.453427
FAM199X	1.125	1.123509	1.239442	1.476923	1.15493	1.2	1.114754	1.244094	1.230189
WSB1	3.672537	6.12103	3.644968	2.321311	1.980254	2.139535	3.0	1.596491	1.849953
RPS7	43.221478	19.235306	2.702703	23.049971	23.892126	23.194899	16.345703	25.49633	26.041098
ADAMTS10	1.27907	0.902655	0.801569	1.498063	0.760138	0.88	0.810444	1.006452	1.146667
RPS5	35.302826	12.105776	1.316832	17.03179	25.366495	25.366495	10.801084	22.530552	20.51112
DHDH	0.866117	0.69457	0.900302	0.769608	0.789474	0.413786	0.934815	0.873362	0.826568
RPS2	50.316093	29.205343	3.086502	26.427614	29.561415	28.877579	24.341082	33.009342	33.453979
ADAMTS17	1.009774	0.813725	0.911765	0.926152	0.557437	0.416163	0.672642	0.990291	0.964101
PPP1R18	1.400964	3.729025	8.644674	5.0	2.358753	1.559115	2.683515	2.081213	3.070601
VDAC3	3.530365	2.352753	1.451137	3.665078	2.527619	1.529379	3.574573	3.212666	3.858731
VDAC2	3.341495	3.480941	1.537386	2.4077	3.023736	2.238912	4.40359	3.044184	2.461014
VDAC1	1.476641	2.652877	1.051948	2.830189	1.713217	1.305263	7.597826	2.640342	2.297168
RPS9	38.887165	29.561415	15.490193	21.936674	27.172054	27.172054	18.94422	27.536625	26.973829
RPS8	62.292313	26.973829	1.5027	23.302179	39.297291	33.234444	22.65826	32.290623	31.432699
SLC7A7	0.824242	8.340199	1.778949	0.83004	1.74607	1.436156	5.54438	0.691358	0.712215
SLC52A2	1.054726	1.169399	1.07231	1.568421	1.265193	1.14	1.311111	1.321946	1.375661
DEF6	4.949917	2.571429	3.620334	5.431773	2.912649	2.472264	1.045131	4.660933	4.897526
DHX58	1.46888	1.195565	1.280374	1.144737	1.269302	1.171053	1.217949	1.322581	1.21569
DHX57	1.07907	1.374517	0.910891	1.03876	1.198444	1.383918	1.04721	1.058824	1.117318
LINC01465	0.809524	1.054726	0.987342	0.937063	0.956897	0.972603	0.829718	0.967033	0.915493
DEF8	1.127451	2.710439	4.954553	1.163121	1.595464	3.895795	3.474618	1.234234	1.167347
ZW10	1.018587	1.028302	0.978022	1.053763	1.014493	1.013774	1.091236	1.014364	1.028062
HPF1	1.111661	1.066079	1.018318	1.188811	1.085106	1.022901	1.090909	1.206186	1.162162
NAPA-AS1	0.92057	0.86758	0.887892	0.886275	0.942529	0.924658	0.860377	0.916935	0.912181
ARPP19	2.398615	1.704641	1.917405	2.483833	2.466407	2.48613	2.604332	2.419118	2.719848
PPBP	1.028962	2.73487	0.914676	0.934426	0.97541	1.036145	0.753368	1.258427	0.853994
TMEM203	1.238636	1.165902	1.094588	1.382716	1.471572	1.293478	1.233766	1.364807	1.489362
TMEM204	1.357576	0.838235	0.691714	1.218082	0.844236	0.882353	0.604458	1.620621	1.33071
TMEM205	1.139241	2.604332	1.213483	1.287037	1.741685	1.36	2.156972	1.299065	1.287234
TMEM206	0.99445	1.08	0.880546	1.014577	1.048427	1.045455	1.362698	1.0	1.007372
UQCR11	0.02953	0.930612	0.845229	0.250083	0.809524	0.416772	0.901638	0.326397	0.468009
TMEM208	1.235784	1.28125	1.321946	1.56383	1.482993	1.373297	1.778383	1.581325	1.623814
SLC6A12	0.568421	1.018692	1.078788	0.807018	0.557048	0.417638	1.709924	0.743719	0.763205
SLC6A16	0.941624	0.859903	0.990826	0.961749	0.987342	1.06734	0.953759	0.923765	0.939819
ZSCAN29	1.08982	1.126705	1.132353	1.272727	1.279188	1.285714	1.073359	1.057073	1.228099
GALT	3.812147	1.293023	1.120253	1.423077	1.414634	1.80887	1.163934	3.454545	1.752645
HMGCS1	1.112069	1.139665	1.296482	1.206897	1.177998	1.227723	1.313918	1.09375	1.076543
KIAA1324	1.025381	0.801325	1.960784	0.908189	0.79661	0.870243	0.700246	1.123711	1.0
KIAA1328	1.127962	1.0	1.0	1.015385	1.098765	1.147059	0.953704	1.049645	1.045939
DDIT4L	0.641923	0.771703	0.641923	0.208978	0.560976	0.727663	0.947891	0.768519	0.824034
RPL13AP5	3.507308	1.401735	1.011765	1.671742	6.25	4.30281	1.136929	6.395473	9.69945
SORD	0.9375	1.011765	1.073663	0.892857	0.97491	0.986111	1.043478	0.916335	0.928571
GALE	0.991919	1.059427	1.092718	1.094595	0.992424	0.974504	1.62993	1.017857	1.003861
IGSF23	0.348401	0.789916	0.981308	0.205617	0.556694	0.419025	0.228016	0.305359	0.312555
IGSF22	0.902564	0.597012	0.691942	0.823077	0.995708	0.995671	0.718651	0.962656	0.889661
LOC100049716	0.979798	1.043659	1.249147	1.060403	0.992011	1.015385	0.986667	0.963455	0.973978
GALC	1.0625	1.440244	1.61975	1.667778	1.011765	1.031963	1.381103	1.190868	1.271676
GALM	1.015291	0.955854	1.106599	1.019269	0.990147	0.978947	3.560848	1.405405	1.275168
MIR5004	1.042802	0.89697	0.907563	0.952381	0.966039	0.996416	0.911508	1.0	1.0
MIR5006	1.244227	1.015112	0.979228	1.141584	1.1	1.111111	1.127715	1.137536	1.211111
CYP4F22	0.700246	0.810811	0.481344	0.883117	0.555556	0.420591	0.839827	0.8125	0.951872
NUP50	2.52441	2.136684	4.831527	1.844802	1.402985	1.633698	1.234973	2.179786	1.932266
RPSA	42.429668	13.196543	1.285714	24.90155	26.282797	25.661198	13.747012	28.166578	29.407534
C14orf93	1.057542	1.009901	1.149656	1.004405	0.993464	1.019269	0.956356	1.0	1.0
NUP58	1.303965	1.749859	1.931579	1.157933	1.135135	1.257919	1.46888	1.219178	1.160494
ZSCAN21	0.957364	0.974359	0.969388	1.006623	0.976526	0.93956	0.976744	0.965217	0.991736
SCARNA13	70.024963	40.614574	113.493431	62.292313	58.966885	69.011169	22.078632	48.667927	55.424679
SCARNA12	42.831516	21.066572	23.696915	44.566734	51.2528	53.270561	18.10232	39.714817	48.667927
ADRB2	0.811189	1.028571	1.109185	1.975199	1.063415	0.915176	0.854902	0.962963	1.237721
SCARNA10	234.144455	95.148331	186.633438	130.225372	92.975861	87.619301	36.414093	105.315666	130.225372
SCARNA16	23.302179	89.090126	52.456909	67.93119	91.085457	79.148109	62.292313	72.420868	65.892731
SCARNA15	0.105301	0.194767	0.989796	0.193032	0.554252	0.422563	0.936709	1.012658	0.429484
SCARNA14	1.0	9.526851	6.807766	9.109934	15.014208	12.7928	4.3809	9.865646	6.347179
SCARNA18	1.749859	54.568249	19.925493	52.8964	44.956417	44.114819	31.045216	29.025448	38.290611
CSNK2B	3.05934	3.700623	2.799066	3.75974	3.576798	3.173947	5.638359	3.134874	2.936749
MCM3AP	2.912649	2.161751	1.398342	2.7235	2.733327	3.092374	1.835152	2.277773	3.150015
FCGR3A	0.802632	1.389222	19.235306	19.824181	0.866397	0.881432	1.165999	0.698045	1.428985
FCGR3B	0.645337	0.94709	79.148109	1.094828	0.782664	0.424802	0.764957	0.358582	0.853377
PPP1R26	0.780544	0.984848	0.757656	0.956989	0.945455	0.933884	1.080338	0.888889	0.815004
ALDH1A1	0.846791	3.081868	0.915584	0.189834	0.553716	0.871595	9.167253	0.355469	0.462997
ALDH1A2	0.783476	1.007299	1.336361	0.185868	0.553051	0.407225	1.07563	0.349176	0.454119
PRICKLE1	0.708001	0.895775	0.641033	0.213991	1.046667	1.012579	0.812227	0.762478	0.719779
PATJ	2.327664	0.843185	0.939759	0.976499	1.192053	1.477273	0.897959	1.623055	1.309402
LINC01473	1.044772	0.861702	0.848423	0.867725	1.005556	1.064516	0.902174	0.926667	0.9277
TRHDE	0.60027	0.745342	0.470559	0.245628	0.556277	0.809249	0.876033	0.344179	0.446357
CCNJL	0.678218	0.657704	3.154145	1.248788	0.561489	0.727086	0.226816	0.715284	0.455555
PCYOX1	1.045093	1.029126	0.984055	1.068182	0.9875	0.978908	1.184	1.062811	1.051771
RPL24	36.776825	16.624035	1.718876	20.254549	21.45245	20.953472	12.442327	24.47867	22.911903
RPL27	53.940823	26.427614	2.578166	26.282797	27.353485	26.692873	22.363636	28.001509	27.650192
RPL26	87.619301	52.8964	2.33211	40.164043	38.290611	37.945385	34.910828	44.114819	46.166275
RPL21	113.493431	30.218229	4.111111	36.0	36.0	40.164043	23.194899	43.664116	44.114819
SLC35B3	1.004049	1.018519	1.092614	1.044444	1.020407	1.03125	1.071895	1.0	1.017544
RPL23	54.880009	28.505356	3.136406	21.066572	25.181545	24.617111	27.650192	26.846832	25.804192
RPL22	25.661198	8.611705	0.995122	7.270986	15.107772	13.162947	6.617806	14.761943	12.395281
ATG3	1.4	4.534368	4.117005	1.551504	1.396354	1.268657	2.661038	1.575761	1.467532
SLC16A11	0.857143	0.649913	0.472132	0.912676	0.94704	1.014634	0.524254	0.824561	0.855541
ATG7	1.286713	5.126774	3.263838	1.223629	1.336207	2.0	5.225652	1.188586	1.22807
