Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
PDZD8	0.017218	0.019471	0.057572	0.018401	0.014226	0.014689	0.014689	0.015197	0.018697
PECAM1	0.01253	0.177974	0.178871	0.011328	0.026677	0.020528	0.067367	0.004265	0.014328
PERP	0.001055	0.0	0.000826	0.001085	0.00074	0.000821	0.001324	0.001676	0.00166
PEX5	0.127817	0.114385	0.131513	0.127323	0.129985	0.115629	0.112397	0.130397	0.128133
PF4	0.001175	0.002528	0.001007	0.000965	0.000965	0.001351	0.0	0.001528	0.000771
PFKFB3	0.051381	0.432988	0.222959	0.049895	0.049618	0.050555	0.066053	0.0706	0.057157
PFKM	0.070143	0.068994	0.065846	0.065796	0.087145	0.073289	0.070678	0.074815	0.068613
PFN2	0.07715	0.055641	0.06929	0.067064	0.07021	0.072063	0.046703	0.074407	0.072323
PGAM2	0.001674	0.001623	0.004348	0.001805	0.002851	0.003183	0.0	0.002236	0.002208
PGM1	0.051088	0.058621	0.062589	0.071977	0.052028	0.047011	0.062092	0.059481	0.060076
PHF11	0.124731	0.0394	0.058569	0.042988	0.060947	0.090176	0.024264	0.065091	0.068386
PHF3	1.0	0.296936	0.460475	0.239958	0.302127	0.537604	0.159641	0.365594	0.332416
PHF7	0.000154	0.000134	0.000194	0.000176	0.000212	0.000204	0.000138	0.000174	0.000172
PHGDH	0.012961	0.008119	0.002005	0.010005	0.010115	0.009698	0.101664	0.010015	0.01179
PHLDA1	0.001358	0.002687	0.002051	0.00219	0.001023	0.001289	0.004777	0.002651	0.002389
PIAS2	0.008636	0.006512	0.006249	0.007108	0.007245	0.009592	0.00585	0.005688	0.006698
PID1	0.0	0.033546	0.012929	0.012387	0.001471	0.012657	0.01361	0.005333	0.00786
PIK3CD	0.019906	0.006778	0.030811	0.008639	0.006849	0.008337	0.001924	0.00808	0.009265
PIK3IP1	0.365977	0.016635	0.012389	0.060325	0.055346	0.159626	0.026347	0.255682	0.148098
PIK3R2	0.005545	0.005766	0.00549	0.005746	0.005584	0.005361	0.005937	0.005389	0.005885
PIM2	0.819225	0.040628	0.491042	0.147407	1.0	0.701383	0.017689	0.696099	0.28442
PKIG	0.136365	0.129846	0.125586	0.125558	0.990605	0.977015	0.134689	0.128646	0.13167
PKN1	0.027718	0.045047	0.016015	0.135587	0.093128	0.054376	0.015966	0.086709	0.091771
PLA1A	0.001406	0.008561	0.0	0.003547	0.005782	0.005888	0.00416	0.00483	0.000404
PLAC8	0.005967	0.00209	0.000221	0.010328	0.008307	0.007624	9e-05	0.00281	0.003416
PLAU	0.00024	0.001939	0.003027	0.000802	0.001121	0.000938	0.005394	0.000855	0.0
PLBD1	0.00094	0.024512	0.018417	0.001197	0.001563	0.001555	0.010902	0.001412	0.0
PLEK2	0.017179	0.013022	0.009812	0.0	0.006147	0.01546	0.018993	0.017361	0.016432
PLEKHA5	0.032396	0.038022	0.027296	0.040302	0.008708	0.012721	0.052029	0.052852	0.056046
PLEKHB1	0.002618	0.000735	0.000911	0.001195	0.001412	0.001304	0.000885	0.002208	0.001897
PLIN2	0.009169	0.040464	0.004649	0.007957	0.006691	0.005019	0.089277	0.012353	0.008367
PLK1	0.0	8.5e-05	0.001917	0.000697	0.000846	0.000522	0.00172	0.000365	0.000314
PLK2	0.004179	0.006391	0.006489	0.004789	0.004046	0.004467	0.003108	0.004586	0.004113
PLLP	0.012436	0.010863	0.010277	0.013114	0.012165	0.011717	0.01118	0.013139	0.012636
PLOD2	0.000764	0.00065	0.000608	0.000444	0.000398	0.000607	0.000685	0.000665	0.0
PLP2	0.02532	0.096283	0.040515	0.010534	0.057039	0.019719	0.044262	0.081318	0.026699
PLS1	0.023934	0.009904	0.01771	0.023279	0.010509	0.012341	0.025384	0.023101	0.022532
PLS3	0.026849	0.020501	0.014934	0.014414	0.019277	0.0	0.027248	0.026874	0.0217
PMAIP1	0.001061	0.008137	0.003126	0.002338	0.009006	0.004853	0.001268	0.001905	0.001646
PMP22	0.037109	0.04651	0.038137	0.037822	0.020139	0.031746	0.048768	0.004784	0.008606
PNOC	0.001969	0.003884	0.001762	0.002431	0.013166	0.009901	0.001225	0.001937	0.0
POLE2	0.002355	0.001853	0.004109	0.004349	0.002058	0.00223	0.003089	0.001343	0.002991
POLR3G	0.004832	0.000937	0.005111	0.005105	0.005003	0.005604	0.00332	0.004349	0.003806
POMZP3	0.00957	0.009304	0.013182	0.00957	0.008358	0.009357	0.00772	0.008566	0.009515
POU2AF1	0.001387	0.001158	0.000704	0.00114	0.005953	0.006317	0.0	0.001266	0.000973
PPARG	0.00357	0.006949	0.005009	0.001662	0.0	0.00473	0.047067	0.005784	0.003875
PPBP	0.001161	0.008348	0.00068	0.000763	0.000935	0.001191	0.0	0.002128	0.000424
PPFIBP1	0.004845	0.004373	0.004436	0.003707	0.004287	0.006439	0.005805	0.004551	0.004447
PPIF	0.047406	0.316566	0.208793	0.043564	0.052281	0.046514	0.063718	0.046584	0.044218
PPM1D	0.011211	0.012907	0.025106	0.0119	0.011731	0.012209	0.01007	0.010508	0.01008
PPME1	0.033742	0.031185	0.037415	0.031706	0.030923	0.032829	0.040513	0.031459	0.032876
PPOX	0.00353	0.002233	0.001857	0.003635	0.003323	0.003136	0.002021	0.003474	0.003741
PPP1R2P9	0.046099	0.0	0.00231	0.048269	0.056631	0.027915	0.008459	0.058509	0.044697
PPP2R1B	0.011198	0.005644	0.00519	0.006492	0.008422	0.009711	0.008356	0.00796	0.008223
PPWD1	0.195608	0.024586	0.022627	0.03882	0.044923	0.071027	0.014539	0.059366	0.052879
PRC1	0.000277	0.000591	0.000393	0.000393	0.000377	0.000373	0.000933	0.000381	0.000393
PRF1	0.000424	0.000352	0.000345	0.030203	0.000349	0.000345	0.0	0.000648	0.010674
PRG2	0.000679	0.003356	0.002386	0.0	0.00132	0.001732	0.002546	0.001349	0.001024
PRKAA1	0.134577	0.050929	0.079992	0.087865	0.046585	0.074716	0.034723	0.084635	0.08515
PRKAR2B	0.014312	0.019641	0.013462	0.013165	0.014231	0.01436	0.014918	0.015499	0.013269
PRKCB	0.014014	0.029951	0.047715	0.016252	0.053972	0.072416	0.012034	0.009114	0.030937
PRKCQ	0.11699	0.012292	0.011192	0.068914	0.001865	0.008618	0.000638	0.102813	0.068448
PRKX	0.033866	0.016694	0.00491	0.022332	0.018417	0.01689	0.030747	0.04028	0.011814
PRKY	0.02852	0.020117	0.022118	0.022288	0.00548	0.0	0.01788	0.010152	0.030475
PRPF39	0.680588	0.195689	0.170719	0.231675	0.258251	0.372181	0.184418	0.270026	0.270556
PRR5	0.004386	0.001212	0.001938	0.023531	0.004773	0.003645	0.005629	0.007347	0.018584
PRSS21	0.02956	0.028335	0.0	0.02637	0.02945	0.024468	0.034068	0.021437	0.032653
PRSS23	0.00592	0.004933	0.005396	0.048016	0.004722	0.004935	0.006305	0.005792	0.01189
PRUNE2	0.007338	0.016825	0.019386	0.008663	0.010031	0.010296	0.01443	0.010574	0.010458
PSAT1	0.004643	6.5e-05	0.002521	0.004056	0.003493	0.00297	0.051619	0.004355	0.004405
PSPH	0.006831	0.007389	0.006856	0.006983	0.00745	0.007016	0.011573	0.007051	0.006669
PTGDR	0.00394	0.003396	0.004348	0.021328	0.003659	0.003249	0.0	0.00519	0.006605
PTGDS	0.04097	0.040826	0.039289	0.137597	0.038489	0.032446	0.220953	0.05281	0.047052
PTGER2	0.00503	0.02143	0.00217	0.028205	0.000104	0.000461	0.002481	0.033691	0.026445
PTGS2	0.002053	0.055395	0.104072	0.002203	0.002139	0.002529	0.002918	0.002124	0.0
PTP4A3	0.011845	0.00977	0.043213	0.004724	0.016805	0.005491	0.000573	0.01673	0.011212
PTPN1	0.018254	0.011109	0.012687	0.01602	0.0744	0.031918	0.02012	0.023223	0.019888
PTPN4	0.011353	0.001507	0.001822	0.035207	0.001724	0.002269	0.001314	0.009163	0.019529
PTPRC	0.156334	0.117797	0.331118	0.103059	0.073609	0.092538	0.042096	0.092538	0.111766
PTPRCAP	0.017022	0.001513	0.001686	0.124539	0.112126	0.10992	0.0	0.079873	0.114288
PTPRE	0.003115	0.071018	0.089446	0.012754	0.003134	0.002659	0.018219	0.003563	0.004828
PTPRK	0.008305	0.002773	0.0	0.005968	0.016312	0.031435	0.002043	0.006261	0.006339
PTX3	0.000204	0.003072	0.000464	0.000158	0.000198	0.000257	0.000617	3.2e-05	3.7e-05
PUS7	0.004876	0.003768	0.004303	0.003522	0.004525	0.004425	0.003744	0.004337	0.004056
PVRIG	0.004196	0.000689	0.001025	0.01374	0.004901	0.002957	0.0	0.005547	0.01114
PXDN	0.002899	0.002142	0.002492	0.002133	0.0	0.002669	0.001956	0.00264	0.00107
PYCARD	0.001929	0.029369	0.020523	0.01008	0.009426	0.003091	0.019963	0.004429	0.007467
PYGM	0.000249	0.000179	0.000477	0.00016	0.000239	0.000287	0.0	0.000175	0.000167
QDPR	0.024655	0.023712	0.018372	0.023437	0.023446	0.022729	0.025576	0.02477	0.024692
QPCT	0.004289	0.032755	0.066447	0.0	0.00503	0.00544	0.040641	0.004974	0.005336
QPRT	0.007579	0.009111	0.007658	0.01024	0.0	0.006636	0.011588	0.008461	0.008724
R3HDM4	0.164354	0.077018	1.0	0.063067	0.192458	0.11625	0.039119	0.173215	0.157229
RAB11FIP1	0.002639	0.01331	0.046699	0.010898	0.005415	0.003707	0.005529	0.004139	0.002791
RAB25	0.005354	0.001427	0.004268	0.001427	0.00292	0.002303	0.0	0.00547	0.00381
RAB38	0.00018	0.002156	0.002557	0.002867	0.000173	0.0	0.00735	0.000886	0.00173
RAD54L	0.00563	0.0	0.005849	0.007866	0.007729	0.008711	0.008517	0.003803	0.007151
RAI14	0.002897	0.000165	0.0	0.003052	0.003261	0.002491	0.007096	0.003943	0.002658
RALY	0.232087	0.17459	0.223852	0.405143	0.145205	0.146058	0.216073	0.213149	0.182371
RANBP10	0.00292	0.002535	0.003217	0.002436	0.002605	0.002816	0.002199	0.002632	0.002564
RASGRP1	0.032322	0.001021	0.001276	0.008821	0.002357	0.001757	0.00146	0.021795	0.018664
RASGRP2	0.127118	0.017109	0.029598	0.052086	0.103183	0.112453	0.001307	0.088012	0.067065
RB1	0.095018	0.172029	0.141643	0.11071	0.244532	0.464873	0.121165	0.100439	0.110418
RBM6	0.485299	0.179212	0.087048	0.224951	0.481996	0.521801	0.078318	0.275085	0.297096
RBP1	0.001268	0.000969	0.000691	0.0	0.001365	0.000415	0.00168	3.3e-05	0.000728
RCBTB2	0.004338	0.016336	0.016336	0.008093	0.001472	0.001745	0.010705	0.007837	0.006424
RCN2	0.115384	0.06638	0.069158	0.108586	0.084891	0.109772	0.10597	0.089879	0.098602
RELB	0.006712	0.022968	0.031539	0.008141	0.033763	0.021304	0.010577	0.01096	0.00827
RETN	0.002569	0.005615	0.00372	0.001901	0.002197	0.0	0.002599	0.002731	0.001572
REXO2	0.108087	0.031838	0.030701	0.044776	0.042139	0.038126	0.04655	0.085647	0.058806
RFC1	0.134882	0.053353	0.037429	0.130861	0.098324	0.083064	0.049034	0.105822	0.115458
RFC4	0.003555	0.00153	0.00148	0.004244	0.006135	0.00481	0.003278	0.004119	0.00487
RFC5	0.011382	0.00797	0.013009	0.011192	0.012879	0.012359	0.008862	0.010218	0.010625
RFPL3S	0.036194	0.020444	0.013179	0.021144	0.032064	0.030709	0.011894	0.021221	0.021123
RGPD5	0.029018	0.007172	0.010071	0.0074	0.017934	0.037732	0.008127	0.010139	0.011966
RGPD6	0.035813	0.007643	0.009756	0.005921	0.012819	0.039039	0.008103	0.009108	0.008331
RGPD8	0.01101	0.006538	0.007802	0.005453	0.008487	0.011995	0.006171	0.00593	0.005839
RGS1	0.033577	0.008355	0.009465	0.087106	0.118915	0.142266	0.044563	0.228456	0.119267
RGS19	0.004928	0.043944	0.062622	0.023435	0.030093	0.011255	0.010971	0.010129	0.012975
RGS2	0.008337	0.094157	0.803055	0.031474	0.115564	0.042329	0.009077	0.01788	0.020338
RGS5	0.039381	0.023828	0.019783	0.020127	0.033831	0.033028	0.023341	0.031309	0.034911
RHOBTB3	0.045625	0.045227	0.049051	0.091707	0.052235	0.038349	0.045547	0.041104	0.043514
RHOH	0.079071	0.002691	0.002632	0.008308	0.061343	0.06791	0.0	0.058063	0.042023
RIMS3	0.00159	0.000732	0.001245	0.001429	0.001713	0.001651	0.002173	0.001928	0.002127
RIPK2	0.061898	1.0	0.128649	0.083483	0.091575	0.077093	0.140674	0.09353	0.064868
RNASE1	0.036949	0.040161	0.005016	0.023921	0.027787	0.013962	0.044973	0.014619	0.015648
RNASE2	0.006594	0.023591	0.011434	0.008219	0.0	0.006418	0.007936	0.006005	0.005762
RNASE6	0.000132	0.009696	0.00163	0.000338	0.002567	0.007262	0.003341	0.000415	0.000276
RND3	0.004889	0.0	0.001031	0.00235	0.00179	0.002063	0.006868	0.002482	0.003019
RNF123	0.007692	0.008724	0.012366	0.008557	0.00742	0.007692	0.006697	0.007791	0.008624
RNF125	0.045881	0.014989	0.01108	0.041956	0.008476	0.011484	0.012844	0.03955	0.029855
RNF19B	0.014457	0.237678	0.223558	0.025593	0.021014	0.016249	0.016307	0.024158	0.022989
RNF43	0.019403	0.003255	0.012817	0.01633	0.018397	0.020874	0.0	0.014225	0.017638
RNFT1	0.036466	0.035009	0.028513	0.027793	0.024182	0.028795	0.050634	0.02448	0.022439
RORA	0.024566	0.001358	0.000665	0.026923	0.002305	0.00092	0.000833	0.053984	0.041128
RPA3	0.022573	0.00896	0.012044	0.023143	0.031604	0.033762	0.024882	0.036375	0.029432
RPAP1	0.271774	0.156049	0.017158	0.184567	0.290988	0.3051	0.132928	0.214833	0.206073
RPL39L	0.004831	0.005011	0.0	0.009671	0.008647	0.007172	0.008239	0.008101	0.008471
RPRD1A	0.233069	0.110641	0.174134	0.079225	0.123028	0.242636	0.111137	0.094407	0.097533
RPS4Y1	0.6757	0.171228	0.071294	0.259797	0.045881	0.046009	0.150143	0.014223	0.750216
RRAD	0.014795	0.017501	0.016745	0.015767	0.0	0.014558	0.014006	0.015783	0.015235
RRM2	0.001768	0.001513	0.00258	0.002822	0.001736	0.0	0.003662	0.002126	0.002513
RSAD2	0.004092	0.004834	0.100669	0.004092	0.003592	0.003531	0.003455	0.003813	0.003777
RTEL1-TNFRSF6B	0.009717	0.011426	0.00428	0.00883	0.011167	0.010908	0.006361	0.009801	0.011071
RTN1	0.002189	0.021708	0.010025	0.004075	0.003557	0.004528	0.009505	0.004838	0.0
RUNX3	0.001088	0.000947	0.000793	0.015838	0.001527	0.001136	0.000456	0.00269	0.00957
RYR1	0.0	0.001012	0.0004	0.000374	0.001307	0.000161	0.002204	0.001421	0.001797
S100A11	0.02804	0.345032	0.894941	0.056466	0.027912	0.024385	0.899748	0.079208	0.054201
S100A12	0.0	0.027893	0.024288	0.000847	0.000113	0.00092	0.000725	0.000332	0.000421
S100A2	3.3e-05	4.7e-05	6.5e-05	4.6e-05	5.2e-05	0.0	6.2e-05	5.2e-05	5.9e-05
S100A8	9.2e-05	0.035515	0.054754	0.000151	0.000146	0.000163	0.00051	0.000126	0.000116
S100A9	0.000178	0.208774	0.253037	0.000207	0.000174	0.000293	0.012148	0.000317	0.00021
S100B	0.001358	0.001071	0.0	0.002379	0.000796	0.001043	0.001023	0.001105	0.001979
S100P	0.001509	0.005765	0.184232	0.001936	0.0	0.001051	0.004388	0.002229	0.001703
S1PR5	0.006977	0.006472	0.006285	0.148247	0.006523	0.005839	0.0	0.007558	0.028236
SAMSN1	0.005567	0.035177	0.011368	0.004809	0.008311	0.002826	0.004419	0.031707	0.018058
SATB1	0.51122	0.045012	0.045613	0.098479	0.031737	0.141543	0.034921	0.155612	0.127729
SCAMP5	0.029324	0.030286	0.027775	0.028506	0.032605	0.0	0.033254	0.029249	0.029411
SCCPDH	0.032764	0.04176	0.034721	0.038787	0.035379	0.032746	0.112068	0.032061	0.038077
SCD	0.005278	0.005097	0.005294	0.00574	0.005187	0.005252	0.080369	0.004811	0.005532
SCML1	0.030086	0.017863	0.016878	0.00767	0.015744	0.019981	0.018465	0.015526	0.009167
SCN1B	0.052825	0.055069	0.078419	0.041812	0.051758	0.052915	0.056409	0.058156	0.056409
SCN3A	0.052688	0.0	0.036346	0.046253	0.070132	0.181083	0.00801	0.025162	0.009636
SCNN1A	0.003067	0.001912	0.004105	0.002219	0.000284	0.0	0.001427	0.002127	0.001938
SCO2	0.001796	0.036639	0.012796	0.003455	0.003649	0.002228	0.004766	0.003159	0.00292
SDC1	0.00233	0.0	0.002343	0.000564	0.001138	0.002732	0.003838	0.0015	0.00155
SDC4	0.041316	0.053242	0.005751	0.044548	0.031213	0.038513	0.110612	0.050328	0.047941
SDF2L1	0.015587	0.024225	0.019553	0.081839	0.017547	0.01483	0.041279	0.045388	0.044983
SECTM1	0.002796	0.036391	0.075667	0.00294	0.002088	0.002725	0.003551	0.003763	0.003072
SEH1L	0.032092	0.030831	0.022443	0.023733	0.030392	0.035245	0.030743	0.022888	0.024379
SEL1L2	0.002755	0.008525	0.0	0.005866	0.006902	0.002889	0.010295	0.002594	0.005487
SEL1L3	0.003827	0.001416	0.001901	0.003854	0.059588	0.078922	0.003369	0.011817	0.013257
SELPLG	0.021239	0.020064	0.05302	0.045755	0.001171	0.001496	0.002839	0.038289	0.033498
SEMA4D	0.103894	0.026417	0.145025	0.037052	0.009976	0.012085	0.003845	0.047849	0.068374
SEPT10	0.037561	0.043887	0.028256	0.025658	0.032038	0.03372	0.058365	0.042018	0.035195
SEPT5-GP1BB	0.021204	0.025257	0.034794	0.0	0.019408	0.018384	0.021714	0.023983	0.016787
SERHL2	0.275935	0.232426	0.0	0.291488	0.528647	0.474706	0.339274	0.334012	0.34136
SERPINA1	0.004091	0.115191	0.247476	0.004771	0.0	0.00463	0.008134	0.004303	0.004051
SERPINB1	0.004357	0.027433	0.021758	0.009351	0.003386	0.003038	0.007046	0.00349	0.004352
SERPINB2	0.0	0.052014	0.008209	0.00709	0.004462	0.008167	0.00601	0.005297	0.00193
SERPINE1	0.000179	0.000103	5e-05	9.8e-05	4.8e-05	5.1e-05	0.000289	0.0	4.6e-05
SERPINE2	0.021103	0.014962	0.012761	0.021415	0.017345	0.019146	0.017961	0.016928	0.016944
SERPINF1	0.026227	0.029184	0.022441	0.024183	0.031554	0.027309	0.035362	0.023946	0.024394
SERPING1	0.020594	0.030883	0.042456	0.011551	0.010467	0.020476	0.029968	0.001549	0.002782
SERPINH1	0.001552	0.001351	0.000561	0.001615	0.001253	0.00119	0.001877	0.001542	0.001596
SF3B1	0.592258	0.231664	0.343122	0.215531	0.261718	0.332313	0.122463	0.262296	0.266487
SFN	0.001183	0.001162	0.004135	0.001105	0.001524	0.001123	0.0	0.001429	0.001325
SGK1	0.029748	0.294978	0.239359	0.021764	0.0255	0.027275	0.397669	0.033928	0.023142
SH2B2	0.026506	0.038113	0.067307	0.026792	0.045528	0.042567	0.034027	0.024574	0.029768
SH2D1A	0.012902	0.006137	0.006013	0.033853	0.004887	0.005545	0.0	0.014359	0.051675
SHMT2	0.035018	0.039462	0.010381	0.043655	0.327535	0.182008	0.262074	0.051575	0.041091
SIGIRR	0.103143	0.020319	0.008855	0.144882	0.026683	0.012735	0.007941	0.121601	0.128542
SIK1	0.010224	0.00781	0.008757	0.008063	0.01458	0.013341	0.003762	0.008441	0.007941
SIRPG	0.052866	0.026426	0.02796	0.027258	0.020268	0.021023	0.0	0.062438	0.04886
SIT1	0.011576	0.00318	0.0	0.002767	0.050449	0.009409	0.004274	0.043084	0.047601
SKAP1	0.04485	0.00174	0.002091	0.059726	0.003973	0.026235	0.002128	0.039598	0.053391
SLAMF1	0.004917	0.000986	0.00113	0.000876	0.003621	0.007106	0.0	0.010374	0.0092
SLC12A8	0.035316	0.005077	0.075452	0.066867	0.049988	0.059894	0.073324	0.0	0.03214
SLC15A3	0.002559	0.090483	0.073975	0.00124	0.066061	0.012979	0.135741	0.000931	0.001006
SLC17A9	0.007618	0.009563	0.007025	0.00914	0.010863	0.012112	0.021116	0.003088	0.007851
SLC19A2	0.013682	0.014891	0.021046	0.012576	0.010636	0.015079	0.016784	0.009611	0.012651
SLC1A3	0.0	0.011444	0.010622	0.005293	0.005682	0.009048	0.066148	0.006432	0.006587
SLC1A4	0.065808	0.085103	0.076117	0.087566	0.081408	0.082192	0.557474	0.08353	0.080274
SLC1A5	0.01514	0.027337	0.015812	0.020206	0.021921	0.0168	0.128763	0.018008	0.019356
SLC22A4	0.001706	0.004955	0.010524	0.00206	0.001919	0.002978	0.003693	0.002537	0.0
SLC25A15	0.005374	0.00332	0.000257	0.006146	0.003727	0.003332	0.001944	0.005268	0.005995
SLC25A37	0.0075	0.017592	0.348639	0.004267	0.006739	0.006705	0.00486	0.00531	0.00505
SLC25A4	0.023549	0.006886	0.011133	0.028462	0.027588	0.026295	0.022032	0.025141	0.028512
SLC2A5	0.001614	0.002321	0.003444	0.000737	0.002836	0.005008	0.006494	0.000319	0.0
SLC30A3	0.100826	0.0	0.095699	0.08671	0.105155	0.11891	0.169945	0.114634	0.105186
SLC35F2	0.046674	0.015723	0.0	0.034424	0.068409	0.063219	0.028795	0.055759	0.053118
SLC35F6	0.002859	0.006159	0.004887	0.004635	0.002959	0.002642	0.01018	0.003081	0.003569
SLC37A4	0.010336	0.007908	0.009132	0.010056	0.010938	0.010587	0.016668	0.01034	0.010391
SLC38A1	0.067535	0.004573	0.005652	0.044247	0.037297	0.060082	0.005929	0.053264	0.059792
SLC39A14	0.004588	0.003335	0.001877	0.00485	0.004512	0.004167	0.004567	0.004814	0.004904
SLC43A3	0.004204	0.0363	0.006354	0.004506	0.003101	0.004473	0.091527	0.004093	0.006107
SLC48A1	0.006163	0.006832	0.011643	0.003883	0.006379	0.006188	0.026653	0.005319	0.004487
SLC4A4	0.005243	0.00248	0.002165	0.012501	0.005715	0.001065	0.0	0.007415	0.011476
SLC5A3	0.029211	0.023275	0.026383	0.025936	0.023296	0.023179	0.037159	0.021303	0.024396
SLC6A16	0.003255	0.001582	0.004262	0.003666	0.00419	0.005827	0.003503	0.002889	0.003218
SLC6A8	0.029519	0.037832	0.042832	0.032629	0.034123	0.032791	0.038821	0.032318	0.032539
SLC7A7	0.000627	0.036065	0.005128	0.000654	0.004973	0.003512	0.022883	0.0	9.8e-05
SLCO4A1	0.00359	0.0	0.004841	0.007279	0.01064	0.008914	0.023132	0.006403	0.004008
SMAD6	0.076049	0.16458	0.114042	0.072786	0.081885	0.106447	0.103893	0.092254	0.062977
SMARCD1	0.168822	0.107569	0.124624	0.166701	0.339617	0.313773	0.10012	0.170988	0.149185
SMCO4	0.000187	0.019039	0.00587	0.002712	0.002019	0.000985	0.023534	0.002924	0.001836
SMYD3	0.010187	0.007591	0.008589	0.011971	0.012445	0.010588	0.007557	0.010682	0.01049
SNCA	0.001381	0.002029	0.001431	0.001437	0.000814	0.001303	0.003004	0.001507	0.001277
SNHG17	0.008418	0.004757	0.005155	0.004887	0.005365	0.005511	0.003733	0.006715	0.005413
SOCS2	0.019488	0.00415	0.00019	0.020232	0.002863	0.003633	0.00108	0.030447	0.011541
SOCS7	0.01036	0.009164	0.007717	0.008196	0.008698	0.007759	0.007293	0.008624	0.009503
SORBS3	0.152937	0.136326	0.031074	0.119119	0.132798	0.131835	0.224101	0.154081	0.143263
SOX4	0.000633	0.001693	0.000249	0.000631	0.000432	0.000423	0.000957	0.0	0.000133
SP110	0.014919	0.00951	0.047739	0.010657	0.041665	0.037936	0.002198	0.00955	0.010143
SP140L	0.042354	0.00625	0.006578	0.007186	0.029736	0.066271	0.004247	0.012744	0.012815
SPA17	0.001514	0.002797	0.001846	0.0006	0.001318	0.000444	0.004397	0.001439	0.000716
SPARC	0.03947	0.044036	0.03465	0.033895	0.033528	0.03588	1.0	0.03615	0.03188
SPATA6	0.00318	0.00435	0.005498	0.001664	0.003191	0.003595	0.00209	0.002446	0.002149
SPI1	0.010135	0.163608	0.343449	0.011432	0.023666	0.02032	0.127718	0.008526	0.0
SPIB	0.0	0.00059	0.000572	0.000469	0.017819	0.005609	7.9e-05	0.000418	0.000363
SPINK2	0.000796	0.000185	0.0	0.00052	0.000601	0.000847	0.000288	0.000796	0.000769
SPINT1	0.007518	0.018833	0.021698	0.003757	0.012802	0.012581	0.05499	0.010711	0.008465
SPOCK1	0.009899	0.013012	0.011082	0.008753	0.003708	0.008509	0.010058	0.0	0.005789
SPON2	0.002888	0.002685	0.003022	0.071992	0.0027	0.002775	0.016208	0.003053	0.007766
SPP1	0.000703	0.000939	0.001979	0.0	0.000672	3.8e-05	0.145883	0.000506	0.000555
SPRY1	0.356088	0.334241	0.354972	0.36775	0.312312	0.457022	0.378337	0.397894	0.393117
SQLE	0.019009	0.019508	0.017374	0.021361	0.022045	0.023197	0.031139	0.018997	0.019499
SRD5A1	0.017011	0.028914	0.019096	0.020817	0.020504	0.018253	0.031359	0.017257	0.018723
SRPX	0.003706	0.0	0.002191	0.001191	0.003256	0.00223	0.003072	0.00364	0.002812
SRRD	0.090918	0.074431	0.069549	0.082504	0.081557	0.086647	0.092212	0.079883	0.08123
SRSF6	0.345008	0.195145	0.036092	0.119875	0.233598	0.293146	0.09034	0.174599	0.150062
SRSF7	0.238456	0.09992	0.023909	0.10278	0.157842	0.152109	0.063225	0.162902	0.164919
SSX2IP	0.006172	0.004767	0.005791	0.010438	0.004393	0.004388	0.006288	0.0056	0.005916
ST6GALNAC2	0.004395	0.017205	0.064882	0.008569	0.010241	0.010576	0.017615	0.011811	0.012607
ST6GALNAC4	0.005725	0.00585	0.003037	0.006334	0.024797	0.009709	0.025601	0.006279	0.006472
STAB1	0.007993	0.111117	0.008286	0.007279	0.00028	0.008003	0.011686	0.0021	0.0
STAG3	0.006884	0.003259	0.0069	0.005662	0.014603	0.082539	0.007439	0.005964	0.006068
STAP1	0.00238	0.0	0.000513	0.002134	0.009231	0.027705	0.000573	0.001594	0.000723
STAT4	0.056992	0.00167	0.001623	0.058388	0.001759	0.002001	0.00149	0.026173	0.043744
STAT5A	0.062808	0.09205	0.135757	0.046855	0.063653	0.042989	0.032576	0.121875	0.094907
STK10	0.040387	0.039968	0.090258	0.071532	0.025711	0.026412	0.015826	0.041672	0.055213
STK17A	0.027758	0.005353	0.021128	0.058401	0.019215	0.054624	0.006369	0.018263	0.045806
STX11	0.001937	0.118774	0.083026	0.006992	0.00332	0.002029	0.009832	0.003859	0.004485
SUPT20H	0.037052	0.017571	0.043343	0.017382	0.017117	0.024171	0.017489	0.020942	0.019117
SVIL	0.034675	0.035946	0.147059	0.027241	0.016347	0.019684	0.023851	0.03013	0.025683
SWAP70	0.009601	0.015954	0.011533	0.011174	0.139498	0.123773	0.018881	0.0099	0.010043
SYK	0.002836	0.032203	0.028168	0.015629	0.055149	0.026005	0.021888	0.001965	0.0
SYNE2	0.126864	0.017207	0.110153	0.267726	0.033856	0.030954	0.013301	0.21904	0.309423
SYNGR2	0.044324	0.118169	0.052604	0.043509	0.25706	0.163082	0.111395	0.051812	0.045987
SYNGR3	0.002147	0.000581	0.002862	0.005923	0.006799	0.005303	0.0	0.004315	0.005469
SYNM	0.051435	0.043847	0.04796	0.046038	0.045069	0.038276	0.0418	0.051867	0.056834
SYS1	0.011579	0.007706	0.009658	0.008098	0.006218	0.007449	0.007774	0.00901	0.007914
SYT11	0.006151	0.010023	0.00956	0.019949	0.006649	0.006774	0.008912	0.012411	0.015254
